,datas,termos,posição
3075,2022-05-23,outlet premium,
3076,2022-05-23,outlet premium,1.0
3077,2022-05-23,privalia,2.0
3078,2022-05-23,privalia,
3079,2022-05-23,privalia,
3080,2022-05-23,privalia,1.0
3081,2022-05-23,roupas,7.0
3082,2022-05-23,roupas,1.0
3083,2022-05-23,roupas,
3084,2022-05-23,roupas,11.0
3085,2022-05-23,roupas,
3086,2022-05-23,roupas,9.0
3087,2022-05-23,roupas baratas,11.0
3088,2022-05-23,roupas baratas,7.0
3089,2022-05-23,roupas baratas,
3090,2022-05-23,roupas baratas,6.0
3091,2022-05-23,roupas baratas,
3092,2022-05-23,roupas baratas,3.0
3093,2022-05-23,roupas de marca,10.0
3094,2022-05-23,roupas de marca,7.0
3095,2022-05-23,roupas de marca,
3096,2022-05-23,roupas de marca,6.0
3097,2022-05-23,roupas de marca,
3098,2022-05-23,roupas de marca,4.0
3099,2022-05-23,roupas femininas,10.0
3100,2022-05-23,roupas femininas,6.0
3101,2022-05-23,roupas femininas,
3102,2022-05-23,roupas femininas,5.0
3103,2022-05-23,roupas femininas,
3104,2022-05-23,roupas femininas,3.0
3105,2022-05-23,roupas importadas,10.0
3106,2022-05-23,roupas importadas,7.0
3107,2022-05-23,roupas importadas,
3108,2022-05-23,roupas importadas,6.0
3109,2022-05-23,roupas importadas,
3110,2022-05-23,roupas importadas,3.0
3111,2022-05-23,roupas masculinas,5.0
3112,2022-05-23,roupas masculinas,7.0
3113,2022-05-23,roupas masculinas,
3114,2022-05-23,roupas masculinas,8.0
3115,2022-05-23,roupas masculinas,
3116,2022-05-23,roupas masculinas,1.0
3117,2022-05-23,roupas online,10.0
3118,2022-05-23,roupas online,7.0
3119,2022-05-23,roupas online,
3120,2022-05-23,roupas online,6.0
3121,2022-05-23,roupas online,
3122,2022-05-23,roupas online,3.0
3123,2022-05-23,vizzano,
3124,2022-05-23,vizzano,
3125,2022-05-23,vizzano,
3126,2022-05-23,vizzano,
3127,2022-05-23,bastille,
3128,2022-05-23,beyoung,
3129,2022-05-23,bolas de marca,
3130,2022-05-23,hope,
3131,2022-05-23,beira rio,15.0
3132,2022-05-23,bolsas,6.0
3133,2022-05-23,bolsas,9.0
3134,2022-05-23,calÃ§ados,7.0
3135,2022-05-23,calÃ§ados,2.0
3136,2022-05-23,calÃ§ados,3.0
3137,2022-05-23,colcci,23.0
3138,2022-05-23,colcci,21.0
3139,2022-05-23,colcci,16.0
3140,2022-05-23,colcci,28.0
3141,2022-05-23,colcci,12.0
3142,2022-05-23,loja de roupas,3.0
3143,2022-05-23,loja de roupas,34.0
3144,2022-05-23,loja de roupas,2.0
3145,2022-05-23,loja de roupas,33.0
3146,2022-05-23,loja de roupas,31.0
3147,2022-05-23,loja de roupas,19.0
3148,2022-05-23,moda feminina,9.0
3149,2022-05-23,moda feminina,29.0
3150,2022-05-23,moda feminina,23.0
3151,2022-05-23,moda feminina,12.0
3152,2022-05-23,moda feminina,14.0
3153,2022-05-23,moda feminina,7.0
3154,2022-05-23,moda online,48.0
3155,2022-05-23,moda online,35.0
3156,2022-05-23,moda online,6.0
3157,2022-05-23,moda online,12.0
3158,2022-05-23,moda online,69.0
3159,2022-05-23,moda online,2.0
3160,2022-05-23,outlet,7.0
3161,2022-05-23,outlet,3.0
3162,2022-05-23,outlet,2.0
3163,2022-05-23,outlet,1.0
3164,2022-05-23,outlet de marcas,2.0
3165,2022-05-23,outlet de marcas,1.0
3166,2022-05-23,outlet de moda,4.0
3167,2022-05-23,outlet de moda,3.0
3168,2022-05-23,outlet de moda,5.0
3169,2022-05-23,outlet de moda,2.0
3170,2022-05-23,outlet nike,10.0
3171,2022-05-23,outlet nike,5.0
3172,2022-05-23,outlet nike,7.0
3173,2022-05-23,outlet nike,4.0
3174,2022-05-23,outlet premium,5.0
3175,2022-05-23,outlet premium,6.0
3176,2022-05-23,outlet premium,1.0
3177,2022-05-23,outlet premium,3.0
3178,2022-05-23,privalia,2.0
3179,2022-05-23,privalia,3.0
3180,2022-05-23,privalia,4.0
3181,2022-05-23,privalia,1.0
3182,2022-05-23,roupas,4.0
3183,2022-05-23,roupas,22.0
3184,2022-05-23,roupas,3.0
3185,2022-05-23,roupas,15.0
3186,2022-05-23,roupas,17.0
3187,2022-05-23,roupas,2.0
3188,2022-05-23,roupas baratas,7.0
3189,2022-05-23,roupas baratas,27.0
3190,2022-05-23,roupas baratas,9.0
3191,2022-05-23,roupas baratas,25.0
3192,2022-05-23,roupas baratas,44.0
3193,2022-05-23,roupas baratas,11.0
3194,2022-05-23,roupas de marca,8.0
3195,2022-05-23,roupas de marca,1.0
3196,2022-05-23,roupas de marca,16.0
3197,2022-05-23,roupas de marca,27.0
3198,2022-05-23,roupas de marca,11.0
3199,2022-05-23,roupas de marca,2.0
3200,2022-05-23,roupas femininas,6.0
3201,2022-05-23,roupas femininas,25.0
3202,2022-05-23,roupas femininas,7.0
3203,2022-05-23,roupas femininas,3.0
3204,2022-05-23,roupas femininas,17.0
3205,2022-05-23,roupas femininas,1.0
3206,2022-05-23,roupas importadas,5.0
3207,2022-05-23,roupas importadas,2.0
3208,2022-05-23,roupas importadas,14.0
3209,2022-05-23,roupas importadas,19.0
3210,2022-05-23,roupas importadas,34.0
3211,2022-05-23,roupas importadas,1.0
3212,2022-05-23,roupas masculinas,8.0
3213,2022-05-23,roupas masculinas,23.0
3214,2022-05-23,roupas masculinas,15.0
3215,2022-05-23,roupas masculinas,39.0
3216,2022-05-23,roupas masculinas,11.0
3217,2022-05-23,roupas masculinas,2.0
3218,2022-05-23,roupas online,6.0
3219,2022-05-23,roupas online,4.0
3220,2022-05-23,roupas online,2.0
3221,2022-05-23,roupas online,18.0
3222,2022-05-23,roupas online,34.0
3223,2022-05-23,roupas online,15.0
3224,2022-05-23,vizzano,
3225,2022-05-23,vizzano,1.0
3226,2022-05-23,vizzano,
3227,2022-05-23,vizzano,
3228,2022-05-23,bastille,
3229,2022-05-23,beyoung,
3230,2022-05-23,bolas de marca,
3231,2022-05-23,hope,
3232,2022-05-22,beira rio,6.0
3233,2022-05-22,bolsas,11.0
3234,2022-05-22,bolsas,
3235,2022-05-22,calÃ§ados,7.0
3236,2022-05-22,calÃ§ados,
3237,2022-05-22,calÃ§ados,5.0
3238,2022-05-22,colcci,5.0
3239,2022-05-22,colcci,
3240,2022-05-22,colcci,2.0
3241,2022-05-22,colcci,
3242,2022-05-22,colcci,1.0
3243,2022-05-22,loja de roupas,19.0
3244,2022-05-22,loja de roupas,13.0
3245,2022-05-22,loja de roupas,
3246,2022-05-22,loja de roupas,14.0
3247,2022-05-22,loja de roupas,
3248,2022-05-22,loja de roupas,7.0
3249,2022-05-22,moda feminina,14.0
3250,2022-05-22,moda feminina,7.0
3251,2022-05-22,moda feminina,
3252,2022-05-22,moda feminina,6.0
3253,2022-05-22,moda feminina,
3254,2022-05-22,moda feminina,4.0
3255,2022-05-22,moda online,17.0
3256,2022-05-22,moda online,10.0
3257,2022-05-22,moda online,
3258,2022-05-22,moda online,9.0
3259,2022-05-22,moda online,
3260,2022-05-22,moda online,5.0
3261,2022-05-22,outlet,2.0
3262,2022-05-22,outlet,
3263,2022-05-22,outlet,
3264,2022-05-22,outlet,1.0
3265,2022-05-22,outlet de marcas,2.0
3266,2022-05-22,outlet de marcas,1.0
3267,2022-05-22,outlet de moda,2.0
3268,2022-05-22,outlet de moda,
3269,2022-05-22,outlet de moda,
3270,2022-05-22,outlet de moda,1.0
3271,2022-05-22,outlet nike,2.0
3272,2022-05-22,outlet nike,
3273,2022-05-22,outlet nike,
3274,2022-05-22,outlet nike,1.0
3275,2022-05-22,outlet premium,
3276,2022-05-22,outlet premium,
3277,2022-05-22,outlet premium,
3278,2022-05-22,outlet premium,1.0
3279,2022-05-22,privalia,2.0
3280,2022-05-22,privalia,
3281,2022-05-22,privalia,
3282,2022-05-22,privalia,1.0
3283,2022-05-22,roupas,6.0
3284,2022-05-22,roupas,1.0
3285,2022-05-22,roupas,
3286,2022-05-22,roupas,10.0
3287,2022-05-22,roupas,
3288,2022-05-22,roupas,8.0
3289,2022-05-22,roupas baratas,11.0
3290,2022-05-22,roupas baratas,6.0
3291,2022-05-22,roupas baratas,
3292,2022-05-22,roupas baratas,7.0
3293,2022-05-22,roupas baratas,
3294,2022-05-22,roupas baratas,3.0
3295,2022-05-22,roupas de marca,10.0
3296,2022-05-22,roupas de marca,6.0
3297,2022-05-22,roupas de marca,
3298,2022-05-22,roupas de marca,7.0
3299,2022-05-22,roupas de marca,
3300,2022-05-22,roupas de marca,3.0
3301,2022-05-22,roupas femininas,10.0
3302,2022-05-22,roupas femininas,5.0
3303,2022-05-22,roupas femininas,
3304,2022-05-22,roupas femininas,6.0
3305,2022-05-22,roupas femininas,
3306,2022-05-22,roupas femininas,3.0
3307,2022-05-22,roupas importadas,10.0
3308,2022-05-22,roupas importadas,6.0
3309,2022-05-22,roupas importadas,
3310,2022-05-22,roupas importadas,7.0
3311,2022-05-22,roupas importadas,
3312,2022-05-22,roupas importadas,3.0
3313,2022-05-22,roupas masculinas,5.0
3314,2022-05-22,roupas masculinas,7.0
3315,2022-05-22,roupas masculinas,
3316,2022-05-22,roupas masculinas,8.0
3317,2022-05-22,roupas masculinas,
3318,2022-05-22,roupas masculinas,1.0
3319,2022-05-22,roupas online,10.0
3320,2022-05-22,roupas online,6.0
3321,2022-05-22,roupas online,
3322,2022-05-22,roupas online,7.0
3323,2022-05-22,roupas online,
3324,2022-05-22,roupas online,3.0
3325,2022-05-22,vizzano,
3326,2022-05-22,vizzano,
3327,2022-05-22,vizzano,
3328,2022-05-22,vizzano,
3329,2022-05-22,bastille,
3330,2022-05-22,beyoung,
3331,2022-05-22,bolas de marca,
3332,2022-05-22,hope,
3333,2022-05-22,beira rio,14.0
3334,2022-05-22,bolsas,6.0
3335,2022-05-22,bolsas,9.0
3336,2022-05-22,calÃ§ados,8.0
3337,2022-05-22,calÃ§ados,2.0
3338,2022-05-22,calÃ§ados,3.0
3339,2022-05-22,colcci,18.0
3340,2022-05-22,colcci,20.0
3341,2022-05-22,colcci,22.0
3342,2022-05-22,colcci,29.0
3343,2022-05-22,colcci,12.0
3344,2022-05-22,loja de roupas,4.0
3345,2022-05-22,loja de roupas,34.0
3346,2022-05-22,loja de roupas,6.0
3347,2022-05-22,loja de roupas,33.0
3348,2022-05-22,loja de roupas,31.0
3349,2022-05-22,loja de roupas,19.0
3350,2022-05-22,moda feminina,9.0
3351,2022-05-22,moda feminina,29.0
3352,2022-05-22,moda feminina,23.0
3353,2022-05-22,moda feminina,11.0
3354,2022-05-22,moda feminina,14.0
3355,2022-05-22,moda feminina,7.0
3356,2022-05-22,moda online,49.0
3357,2022-05-22,moda online,35.0
3358,2022-05-22,moda online,5.0
3359,2022-05-22,moda online,12.0
3360,2022-05-22,moda online,69.0
3361,2022-05-22,moda online,1.0
3362,2022-05-22,outlet,7.0
3363,2022-05-22,outlet,3.0
3364,2022-05-22,outlet,2.0
3365,2022-05-22,outlet,1.0
3366,2022-05-22,outlet de marcas,2.0
3367,2022-05-22,outlet de marcas,1.0
3368,2022-05-22,outlet de moda,4.0
3369,2022-05-22,outlet de moda,3.0
3370,2022-05-22,outlet de moda,5.0
3371,2022-05-22,outlet de moda,2.0
3372,2022-05-22,outlet nike,9.0
3373,2022-05-22,outlet nike,4.0
3374,2022-05-22,outlet nike,6.0
3375,2022-05-22,outlet nike,2.0
3376,2022-05-22,outlet premium,6.0
3377,2022-05-22,outlet premium,8.0
3378,2022-05-22,outlet premium,1.0
3379,2022-05-22,outlet premium,3.0
3380,2022-05-22,privalia,2.0
3381,2022-05-22,privalia,3.0
3382,2022-05-22,privalia,4.0
3383,2022-05-22,privalia,1.0
3384,2022-05-22,roupas,6.0
3385,2022-05-22,roupas,20.0
3386,2022-05-22,roupas,3.0
3387,2022-05-22,roupas,22.0
3388,2022-05-22,roupas,15.0
3389,2022-05-22,roupas,2.0
3390,2022-05-22,roupas baratas,6.0
3391,2022-05-22,roupas baratas,25.0
3392,2022-05-22,roupas baratas,9.0
3393,2022-05-22,roupas baratas,27.0
3394,2022-05-22,roupas baratas,43.0
3395,2022-05-22,roupas baratas,11.0
3396,2022-05-22,roupas de marca,7.0
3397,2022-05-22,roupas de marca,1.0
3398,2022-05-22,roupas de marca,16.0
3399,2022-05-22,roupas de marca,28.0
3400,2022-05-22,roupas de marca,11.0
3401,2022-05-22,roupas de marca,3.0
3402,2022-05-22,roupas femininas,4.0
3403,2022-05-22,roupas femininas,24.0
3404,2022-05-22,roupas femininas,6.0
3405,2022-05-22,roupas femininas,2.0
3406,2022-05-22,roupas femininas,16.0
3407,2022-05-22,roupas femininas,1.0
3408,2022-05-22,roupas importadas,5.0
3409,2022-05-22,roupas importadas,2.0
3410,2022-05-22,roupas importadas,14.0
3411,2022-05-22,roupas importadas,20.0
3412,2022-05-22,roupas importadas,35.0
3413,2022-05-22,roupas importadas,1.0
3414,2022-05-22,roupas masculinas,7.0
3415,2022-05-22,roupas masculinas,23.0
3416,2022-05-22,roupas masculinas,15.0
3417,2022-05-22,roupas masculinas,39.0
3418,2022-05-22,roupas masculinas,11.0
3419,2022-05-22,roupas masculinas,1.0
3420,2022-05-22,roupas online,6.0
3421,2022-05-22,roupas online,4.0
3422,2022-05-22,roupas online,2.0
3423,2022-05-22,roupas online,19.0
3424,2022-05-22,roupas online,34.0
3425,2022-05-22,roupas online,15.0
3426,2022-05-22,vizzano,
3427,2022-05-22,vizzano,1.0
3428,2022-05-22,vizzano,
3429,2022-05-22,vizzano,
3430,2022-05-22,bastille,
3431,2022-05-22,beyoung,
3432,2022-05-22,bolas de marca,
3433,2022-05-22,hope,
3434,2022-05-21,beira rio,6.0
3435,2022-05-21,bolsas,13.0
3436,2022-05-21,bolsas,
3437,2022-05-21,calÃ§ados,8.0
3438,2022-05-21,calÃ§ados,
3439,2022-05-21,calÃ§ados,5.0
3440,2022-05-21,colcci,5.0
3441,2022-05-21,colcci,
3442,2022-05-21,colcci,2.0
3443,2022-05-21,colcci,
3444,2022-05-21,colcci,1.0
3445,2022-05-21,loja de roupas,18.0
3446,2022-05-21,loja de roupas,14.0
3447,2022-05-21,loja de roupas,
3448,2022-05-21,loja de roupas,13.0
3449,2022-05-21,loja de roupas,
3450,2022-05-21,loja de roupas,7.0
3451,2022-05-21,moda feminina,12.0
3452,2022-05-21,moda feminina,7.0
3453,2022-05-21,moda feminina,
3454,2022-05-21,moda feminina,6.0
3455,2022-05-21,moda feminina,
3456,2022-05-21,moda feminina,4.0
3457,2022-05-21,moda online,17.0
3458,2022-05-21,moda online,10.0
3459,2022-05-21,moda online,
3460,2022-05-21,moda online,9.0
3461,2022-05-21,moda online,
3462,2022-05-21,moda online,5.0
3463,2022-05-21,outlet,2.0
3464,2022-05-21,outlet,
3465,2022-05-21,outlet,
3466,2022-05-21,outlet,1.0
3467,2022-05-21,outlet de marcas,2.0
3468,2022-05-21,outlet de marcas,1.0
3469,2022-05-21,outlet de moda,2.0
3470,2022-05-21,outlet de moda,
3471,2022-05-21,outlet de moda,
3472,2022-05-21,outlet de moda,1.0
3473,2022-05-21,outlet nike,2.0
3474,2022-05-21,outlet nike,
3475,2022-05-21,outlet nike,
3476,2022-05-21,outlet nike,1.0
3477,2022-05-21,outlet premium,
3478,2022-05-21,outlet premium,
3479,2022-05-21,outlet premium,
3480,2022-05-21,outlet premium,1.0
3481,2022-05-21,privalia,2.0
3482,2022-05-21,privalia,
3483,2022-05-21,privalia,
3484,2022-05-21,privalia,1.0
3485,2022-05-21,roupas,4.0
3486,2022-05-21,roupas,1.0
3487,2022-05-21,roupas,
3488,2022-05-21,roupas,10.0
3489,2022-05-21,roupas,
3490,2022-05-21,roupas,6.0
3491,2022-05-21,roupas baratas,10.0
3492,2022-05-21,roupas baratas,6.0
3493,2022-05-21,roupas baratas,
3494,2022-05-21,roupas baratas,7.0
3495,2022-05-21,roupas baratas,
3496,2022-05-21,roupas baratas,3.0
3497,2022-05-21,roupas de marca,9.0
3498,2022-05-21,roupas de marca,7.0
3499,2022-05-21,roupas de marca,
3500,2022-05-21,roupas de marca,6.0
3501,2022-05-21,roupas de marca,
3502,2022-05-21,roupas de marca,3.0
3503,2022-05-21,roupas femininas,9.0
3504,2022-05-21,roupas femininas,6.0
3505,2022-05-21,roupas femininas,
3506,2022-05-21,roupas femininas,5.0
3507,2022-05-21,roupas femininas,
3508,2022-05-21,roupas femininas,3.0
3509,2022-05-21,roupas importadas,9.0
3510,2022-05-21,roupas importadas,7.0
3511,2022-05-21,roupas importadas,
3512,2022-05-21,roupas importadas,6.0
3513,2022-05-21,roupas importadas,
3514,2022-05-21,roupas importadas,3.0
3515,2022-05-21,roupas masculinas,5.0
3516,2022-05-21,roupas masculinas,7.0
3517,2022-05-21,roupas masculinas,
3518,2022-05-21,roupas masculinas,8.0
3519,2022-05-21,roupas masculinas,
3520,2022-05-21,roupas masculinas,1.0
3521,2022-05-21,roupas online,9.0
3522,2022-05-21,roupas online,7.0
3523,2022-05-21,roupas online,
3524,2022-05-21,roupas online,6.0
3525,2022-05-21,roupas online,
3526,2022-05-21,roupas online,3.0
3527,2022-05-21,vizzano,
3528,2022-05-21,vizzano,
3529,2022-05-21,vizzano,
3530,2022-05-21,vizzano,
3531,2022-05-21,bastille,
3532,2022-05-21,beyoung,
3533,2022-05-21,bolas de marca,
3534,2022-05-21,hope,
3535,2022-05-21,beira rio,14.0
3536,2022-05-21,bolsas,6.0
3537,2022-05-21,bolsas,9.0
3538,2022-05-21,calÃ§ados,9.0
3539,2022-05-21,calÃ§ados,2.0
3540,2022-05-21,calÃ§ados,3.0
3541,2022-05-21,colcci,15.0
3542,2022-05-21,colcci,19.0
3543,2022-05-21,colcci,17.0
3544,2022-05-21,colcci,28.0
3545,2022-05-21,colcci,16.0
3546,2022-05-21,loja de roupas,6.0
3547,2022-05-21,loja de roupas,34.0
3548,2022-05-21,loja de roupas,2.0
3549,2022-05-21,loja de roupas,33.0
3550,2022-05-21,loja de roupas,30.0
3551,2022-05-21,loja de roupas,19.0
3552,2022-05-21,moda feminina,9.0
3553,2022-05-21,moda feminina,29.0
3554,2022-05-21,moda feminina,23.0
3555,2022-05-21,moda feminina,11.0
3556,2022-05-21,moda feminina,14.0
3557,2022-05-21,moda feminina,7.0
3558,2022-05-21,moda online,49.0
3559,2022-05-21,moda online,34.0
3560,2022-05-21,moda online,5.0
3561,2022-05-21,moda online,13.0
3562,2022-05-21,moda online,72.0
3563,2022-05-21,moda online,1.0
3564,2022-05-21,outlet,7.0
3565,2022-05-21,outlet,3.0
3566,2022-05-21,outlet,2.0
3567,2022-05-21,outlet,1.0
3568,2022-05-21,outlet de marcas,2.0
3569,2022-05-21,outlet de marcas,1.0
3570,2022-05-21,outlet de moda,4.0
3571,2022-05-21,outlet de moda,3.0
3572,2022-05-21,outlet de moda,5.0
3573,2022-05-21,outlet de moda,2.0
3574,2022-05-21,outlet nike,9.0
3575,2022-05-21,outlet nike,3.0
3576,2022-05-21,outlet nike,6.0
3577,2022-05-21,outlet nike,2.0
3578,2022-05-21,outlet premium,5.0
3579,2022-05-21,outlet premium,8.0
3580,2022-05-21,outlet premium,1.0
3581,2022-05-21,outlet premium,3.0
3582,2022-05-21,privalia,2.0
3583,2022-05-21,privalia,3.0
3584,2022-05-21,privalia,4.0
3585,2022-05-21,privalia,1.0
3586,2022-05-21,roupas,5.0
3587,2022-05-21,roupas,18.0
3588,2022-05-21,roupas,3.0
3589,2022-05-21,roupas,21.0
3590,2022-05-21,roupas,16.0
3591,2022-05-21,roupas,2.0
3592,2022-05-21,roupas baratas,6.0
3593,2022-05-21,roupas baratas,27.0
3594,2022-05-21,roupas baratas,9.0
3595,2022-05-21,roupas baratas,25.0
3596,2022-05-21,roupas baratas,42.0
3597,2022-05-21,roupas baratas,11.0
3598,2022-05-21,roupas de marca,8.0
3599,2022-05-21,roupas de marca,1.0
3600,2022-05-21,roupas de marca,16.0
3601,2022-05-21,roupas de marca,28.0
3602,2022-05-21,roupas de marca,11.0
3603,2022-05-21,roupas de marca,2.0
3604,2022-05-21,roupas femininas,4.0
3605,2022-05-21,roupas femininas,24.0
3606,2022-05-21,roupas femininas,5.0
3607,2022-05-21,roupas femininas,2.0
3608,2022-05-21,roupas femininas,16.0
3609,2022-05-21,roupas femininas,1.0
3610,2022-05-21,roupas importadas,5.0
3611,2022-05-21,roupas importadas,1.0
3612,2022-05-21,roupas importadas,14.0
3613,2022-05-21,roupas importadas,20.0
3614,2022-05-21,roupas importadas,35.0
3615,2022-05-21,roupas importadas,2.0
3616,2022-05-21,roupas masculinas,7.0
3617,2022-05-21,roupas masculinas,22.0
3618,2022-05-21,roupas masculinas,14.0
3619,2022-05-21,roupas masculinas,39.0
3620,2022-05-21,roupas masculinas,10.0
3621,2022-05-21,roupas masculinas,1.0
3622,2022-05-21,roupas online,6.0
3623,2022-05-21,roupas online,4.0
3624,2022-05-21,roupas online,2.0
3625,2022-05-21,roupas online,19.0
3626,2022-05-21,roupas online,32.0
3627,2022-05-21,roupas online,14.0
3628,2022-05-21,vizzano,
3629,2022-05-21,vizzano,1.0
3630,2022-05-21,vizzano,
3631,2022-05-21,vizzano,
3632,2022-05-21,bastille,
3633,2022-05-21,beyoung,
3634,2022-05-21,bolas de marca,
3635,2022-05-21,hope,
3636,2022-05-20,beira rio,6.0
3637,2022-05-20,bolsas,13.0
3638,2022-05-20,bolsas,
3639,2022-05-20,calÃ§ados,7.0
3640,2022-05-20,calÃ§ados,
3641,2022-05-20,calÃ§ados,5.0
3642,2022-05-20,colcci,5.0
3643,2022-05-20,colcci,
3644,2022-05-20,colcci,2.0
3645,2022-05-20,colcci,
3646,2022-05-20,colcci,1.0
3647,2022-05-20,loja de roupas,17.0
3648,2022-05-20,loja de roupas,14.0
3649,2022-05-20,loja de roupas,
3650,2022-05-20,loja de roupas,13.0
3651,2022-05-20,loja de roupas,
3652,2022-05-20,loja de roupas,7.0
3653,2022-05-20,moda feminina,10.0
3654,2022-05-20,moda feminina,6.0
3655,2022-05-20,moda feminina,
3656,2022-05-20,moda feminina,5.0
3657,2022-05-20,moda feminina,
3658,2022-05-20,moda feminina,4.0
3659,2022-05-20,moda online,15.0
3660,2022-05-20,moda online,10.0
3661,2022-05-20,moda online,
3662,2022-05-20,moda online,8.0
3663,2022-05-20,moda online,
3664,2022-05-20,moda online,5.0
3665,2022-05-20,outlet,2.0
3666,2022-05-20,outlet,
3667,2022-05-20,outlet,
3668,2022-05-20,outlet,1.0
3669,2022-05-20,outlet de marcas,2.0
3670,2022-05-20,outlet de marcas,1.0
3671,2022-05-20,outlet de moda,2.0
3672,2022-05-20,outlet de moda,
3673,2022-05-20,outlet de moda,
3674,2022-05-20,outlet de moda,1.0
3675,2022-05-20,outlet nike,2.0
3676,2022-05-20,outlet nike,
3677,2022-05-20,outlet nike,
3678,2022-05-20,outlet nike,1.0
3679,2022-05-20,outlet premium,
3680,2022-05-20,outlet premium,
3681,2022-05-20,outlet premium,
3682,2022-05-20,outlet premium,1.0
3683,2022-05-20,privalia,2.0
3684,2022-05-20,privalia,
3685,2022-05-20,privalia,
3686,2022-05-20,privalia,1.0
3687,2022-05-20,roupas,1.0
3688,2022-05-20,roupas,8.0
3689,2022-05-20,roupas,
3690,2022-05-20,roupas,10.0
3691,2022-05-20,roupas,
3692,2022-05-20,roupas,2.0
3693,2022-05-20,roupas baratas,9.0
3694,2022-05-20,roupas baratas,7.0
3695,2022-05-20,roupas baratas,
3696,2022-05-20,roupas baratas,6.0
3697,2022-05-20,roupas baratas,
3698,2022-05-20,roupas baratas,3.0
3699,2022-05-20,roupas de marca,8.0
3700,2022-05-20,roupas de marca,7.0
3701,2022-05-20,roupas de marca,
3702,2022-05-20,roupas de marca,6.0
3703,2022-05-20,roupas de marca,
3704,2022-05-20,roupas de marca,3.0
3705,2022-05-20,roupas femininas,8.0
3706,2022-05-20,roupas femininas,6.0
3707,2022-05-20,roupas femininas,
3708,2022-05-20,roupas femininas,5.0
3709,2022-05-20,roupas femininas,
3710,2022-05-20,roupas femininas,3.0
3711,2022-05-20,roupas importadas,8.0
3712,2022-05-20,roupas importadas,7.0
3713,2022-05-20,roupas importadas,
3714,2022-05-20,roupas importadas,6.0
3715,2022-05-20,roupas importadas,
3716,2022-05-20,roupas importadas,3.0
3717,2022-05-20,roupas masculinas,5.0
3718,2022-05-20,roupas masculinas,7.0
3719,2022-05-20,roupas masculinas,
3720,2022-05-20,roupas masculinas,8.0
3721,2022-05-20,roupas masculinas,
3722,2022-05-20,roupas masculinas,1.0
3723,2022-05-20,roupas online,8.0
3724,2022-05-20,roupas online,7.0
3725,2022-05-20,roupas online,
3726,2022-05-20,roupas online,6.0
3727,2022-05-20,roupas online,
3728,2022-05-20,roupas online,3.0
3729,2022-05-20,vizzano,
3730,2022-05-20,vizzano,
3731,2022-05-20,vizzano,
3732,2022-05-20,vizzano,
3733,2022-05-20,bastille,
3734,2022-05-20,beyoung,
3735,2022-05-20,bolas de marca,
3736,2022-05-20,hope,
3737,2022-05-20,beira rio,14.0
3738,2022-05-20,bolsas,6.0
3739,2022-05-20,bolsas,9.0
3740,2022-05-20,calÃ§ados,6.0
3741,2022-05-20,calÃ§ados,2.0
3742,2022-05-20,calÃ§ados,5.0
3743,2022-05-20,colcci,27.0
3744,2022-05-20,colcci,16.0
3745,2022-05-20,colcci,18.0
3746,2022-05-20,colcci,28.0
3747,2022-05-20,colcci,17.0
3748,2022-05-20,loja de roupas,3.0
3749,2022-05-20,loja de roupas,33.0
3750,2022-05-20,loja de roupas,2.0
3751,2022-05-20,loja de roupas,32.0
3752,2022-05-20,loja de roupas,30.0
3753,2022-05-20,loja de roupas,18.0
3754,2022-05-20,moda feminina,9.0
3755,2022-05-20,moda feminina,29.0
3756,2022-05-20,moda feminina,23.0
3757,2022-05-20,moda feminina,11.0
3758,2022-05-20,moda feminina,14.0
3759,2022-05-20,moda feminina,7.0
3760,2022-05-20,moda online,46.0
3761,2022-05-20,moda online,34.0
3762,2022-05-20,moda online,5.0
3763,2022-05-20,moda online,13.0
3764,2022-05-20,moda online,71.0
3765,2022-05-20,moda online,2.0
3766,2022-05-20,outlet,7.0
3767,2022-05-20,outlet,3.0
3768,2022-05-20,outlet,2.0
3769,2022-05-20,outlet,1.0
3770,2022-05-20,outlet de marcas,2.0
3771,2022-05-20,outlet de marcas,1.0
3772,2022-05-20,outlet de moda,4.0
3773,2022-05-20,outlet de moda,3.0
3774,2022-05-20,outlet de moda,5.0
3775,2022-05-20,outlet de moda,2.0
3776,2022-05-20,outlet nike,9.0
3777,2022-05-20,outlet nike,3.0
3778,2022-05-20,outlet nike,6.0
3779,2022-05-20,outlet nike,2.0
3780,2022-05-20,outlet premium,4.0
3781,2022-05-20,outlet premium,6.0
3782,2022-05-20,outlet premium,1.0
3783,2022-05-20,outlet premium,3.0
3784,2022-05-20,privalia,2.0
3785,2022-05-20,privalia,3.0
3786,2022-05-20,privalia,4.0
3787,2022-05-20,privalia,1.0
3788,2022-05-20,roupas,5.0
3789,2022-05-20,roupas,19.0
3790,2022-05-20,roupas,3.0
3791,2022-05-20,roupas,20.0
3792,2022-05-20,roupas,17.0
3793,2022-05-20,roupas,2.0
3794,2022-05-20,roupas baratas,6.0
3795,2022-05-20,roupas baratas,26.0
3796,2022-05-20,roupas baratas,9.0
3797,2022-05-20,roupas baratas,25.0
3798,2022-05-20,roupas baratas,43.0
3799,2022-05-20,roupas baratas,11.0
3800,2022-05-20,roupas de marca,4.0
3801,2022-05-20,roupas de marca,6.0
3802,2022-05-20,roupas de marca,16.0
3803,2022-05-20,roupas de marca,27.0
3804,2022-05-20,roupas de marca,10.0
